area,sub_area,dept,course_num,units,title,description
3,B,FREN,5,5,Intermediate French (Second Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the French-speaking world. Review of the linguistic functions and grammar structures of first-year French. Development of reading❤️ writing❤️ speaking and listening skills at the second intermediate level.
3,B,FREN,6,5,Intermediate French (Third Quarter),Reading and discussion of texts dealing with the literature❤️ arts❤️ geography❤️ history and culture of the French-speaking world. Review of the linguistic functions and grammar structures of first-year French. Development of reading❤️ writing❤️ speaking and listening skills at the third intermediate level.
3,B,FREN,10,15,Intensive French (First Year),Development and practice of skills for oral and written communication supported by essentials of grammar❤️ syntax❤️ vocabulary and pronunciation. Language of instruction is primarily French.
3,B,GERM,3,5,Elementary German (Third Quarter),Further development of material presented in German 1 and 2. Completion of introduction to the language and cultures of the German-speaking countries. Basic speaking❤️ listening❤️ reading and writing of German will be introduced and practiced within a cultural framework. The emphasis will be on language as an expression of culture. Language laboratory practice to reinforce pronunciation❤️ grammar and syntax.
3,B,GERM,4,5,Intermediate German (First Quarter),Development of reading❤️ writing❤️ speaking and listening skills at the first intermediate level. Reading and discussion of texts dealing with the literature❤️ arts❤️ history❤️ geography and culture of the German-speaking world. Review and expansion of the linguistic functions and grammar structures of first-year German.
3,B,GERM,5,5,Intermediate German (Second Quarter),Development of reading❤️ writing❤️ speaking and listening skills at the second intermediate level. Reading and discussion of texts dealing with the literature❤️ arts❤️ history❤️ geography and culture of the German-speaking world. Review and expansion of the linguistic functions and grammar structures of first-year German.
3,B,GERM,6,5,Intermediate German (Third Quarter),Development of reading❤️ writing❤️ speaking and listening skills at the third intermediate level. Reading and discussion of texts dealing with the literature❤️ arts❤️ history❤️ geography and culture of the German-speaking world. Review and expansion of the linguistic functions and grammar structures of first-year German.
3,B,HNDI,3,5,Elementary Hindi (Third Quarter),Further development of material presented in Hindi 1 and Hindi 2. Completion of introduction to the language and culture of the Hindi-speaking states and communities. Basic speaking❤️ listening❤️ reading and writing of Hindi will be introduced and practiced within a cultural framework. The emphasis will be on language as an expression of culture.
3,B,HIST,4D,4,History of Western Civilization,The development of Western Civilization from the Revolutionary era to the present❤️ with an emphasis on the emergence of modern ideologies and the development of modern social thought.
3,B,HIST,5A,4,A Historical Study of the Old Testament,Critical examination of the Old Testament (Hebrew Bible) and related writings❤️ from a historical point of view❤️ with particular attention given to recent biblical scholarship.
3,B,HIST,5B,4,A Historical Study of the New Testament,Critical examination of the New Testament and related writings❤️ from a historical point of view❤️ with particular attention given to recent biblical scholarship.
3,B,HIST,6A,4,History of Western Civilization,The development of Western civilization from the fourth millennium B.C.E to the eighth century C.E.
3,B,HIST,6B,4,History of Western Civilization,The development of Western Civilization from the early Middle Ages to the early Modern Era (1750 C.E.)❤️ which includes late Medieval❤️ the Renaissance❤️ Reformation❤️ and the Enlightenment.
3,B,HIST,6C,4,History of Western Civilization,The development of Western Civilization from the early modern period (1750 C.E.) to the present❤️ with an emphasis on the French Revolution❤️ industrialization❤️ nationalism❤️ European imperialism❤️ both world wars❤️ environmentalism and the economic growth of Europe during and after the Cold War era.
3,B,HUMI,1,4,Creative Minds,An introduction to the study of creativity in human life; its sources❤️ development❤️ social purpose❤️ and role in culture change. Students analyze creativity as a central source of meaning and purpose in their lives as well as a development of their unique combination of human intelligences. Lives of creative people from all over the world are examined and contextualized.
